web_scraper_order,web_scraper_start_url,containers_links,number_of_rooms,number_of_bathrooms,surface area,address
"1765231421-2637","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-5517056","4","3","100","Mamelles, Dakar, Sénégal"
"1765231423-2638","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-dakar-plateau-5517099","3","2","","Dakar Plateau, Dakar, Sénégal"
"1765231426-2639","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-studio-dakar-plateau-5517105","2","2","","Dakar Plateau, Dakar, Sénégal"
"1765231428-2640","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-mini-studio-fass-5517114","1","1","","Fass, Dakar, Sénégal"
"1765231431-2641","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-appartements-5pieces-mermoz-sacre-coeur-5517295","5","4","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231434-2642","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-haut-standing-a-fann-hock-5518787","4","5","","Fann, Dakar, Sénégal"
"1765231436-2643","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-aux-almadies-5518829","4","3","300 m2","Dakar, Sénégal"
"1765231439-2644","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-dakar-plateau-5519217","3","2","","Dakar Plateau, Dakar, Sénégal"
"1765231441-2645","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-studio-separe-dakar-plateau-5519225","2","2","","Dakar Plateau, Dakar, Sénégal"
"1765231444-2646","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-hanne-mariste-5515617","3","2","110 m2","Mariste, Dakar, Sénégal"
"1765231446-2647","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-liberte-06-5515629","4","4","147 m2","Sicap Liberté, Dakar, Sénégal"
"1765231449-2648","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-parcelles-assainies-vdn-5516441","3","2","120 m2","Parcelle Assainies, Dakar, Sénégal"
"1765231451-2649","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-mamelles-5516807","4","3","150","Mamelles, Dakar, Sénégal"
"1765231454-2650","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/vente-appartements-3-pieces-mamelles-5516833","3","2","82","Mamelles, Dakar, Sénégal"
"1765231456-2651","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-liberte-6-ext-5520738","4","3","100","Sicap Liberté, Dakar, Sénégal"
"1765231459-2652","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4pieces-fann-residence-5520753","4","3","169","Fann, Dakar, Sénégal"
"1765231461-2653","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-mamelles-5520773","4","3","","Mamelles, Dakar, Sénégal"
"1765231463-2654","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-zone-bpointe-5519489","4","3","200 m2","Point E, Dakar, Sénégal"
"1765231466-2655","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-standing-almadie-5520286","3","2","","Almadies, Dakar, Sénégal"
"1765231468-2656","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-a-mermoz-5516930","5","4","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231471-2657","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-point-e-5517514","3","2","","Point E, Dakar, Sénégal"
"1765231473-2658","https://sn.coinafrique.com/categorie/appartements?page=12","https://sn.coinafrique.com/annonce/appartements/location-studio-point-e-5520331","2","1","","Point E, Dakar, Sénégal"
"1765231480-2659","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-a-medina-cote-poste-5522079","4","2","","Medina, Dakar, Sénégal"
"1765231483-2660","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-haut-standing-a-fann-hock-5522094","4","5","","Fann, Dakar, Sénégal"
"1765231485-2661","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-mini-studio-haut-standing-a-fass-5522107","1","1","","Fass, Dakar, Sénégal"
"1765231487-2662","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-medina-5522114","3","2","","Medina, Dakar, Sénégal"
"1765231490-2663","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-dakar-plateau-5522403","3","2","","Dakar Plateau, Dakar, Sénégal"
"1765231493-2664","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-studio-separe-f2-a-dakar-plateau-5522406","2","2","","Dakar Plateau, Dakar, Sénégal"
"1765231495-2665","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartements-04pieces-fann-mermoz-5519376","4","3","160","Fann, Dakar, Sénégal"
"1765231498-2666","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-haut-standing-a-la-cite-keur-gorgui-5522990","4","4","","Dakar, Sénégal"
"1765231500-2667","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-haut-standing-a-medina-blaise-diagne-5523003","3","2","","Medina, Dakar, Sénégal"
"1765231503-2668","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-haut-standing-tout-neuf-a-louer-a-la-cite-keur-gorgui-5522999","3","3","","Dakar, Sénégal"
"1765231505-2669","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-sicap-foire-non-loin-de-la-route-5523035","3","2","100 m2","Dakar, Sénégal"
"1765231508-2670","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-point-e-5519951","3","","","Point E, Dakar, Sénégal"
"1765231510-2671","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-5519960","4","","","Point E, Dakar, Sénégal"
"1765231512-2672","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-penthouse-avec-vue-sur-mer-fann-residence-5519970","","","","Fann, Dakar, Sénégal"
"1765231515-2673","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartements-f2-a-dakar-5523862","2","1","50 m2","Dakar, Sénégal"
"1765231517-2674","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-a-ouakam-5523876","3","2","150 m2","Dakar, Sénégal"
"1765231520-2675","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-a-mamelles-5523879","2","1","50 m2","Dakar, Sénégal"
"1765231522-2676","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartements-04pieces-fann-5521222","4","3","140","Fann, Dakar, Sénégal"
"1765231525-2677","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-cite-de-lemergence-ville-5522166","4","3","138","Dakar Plateau, Dakar, Sénégal"
"1765231527-2678","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-ouest-foire-5521974","4","3","","Ouest Foire, Dakar, Sénégal"
"1765231530-2679","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-almadie-recasement-5522973","4","3","","Almadies, Dakar, Sénégal"
"1765231532-2680","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-a-almadie-5525018","4","4","","Almadies, Dakar, Sénégal"
"1765231534-2681","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-a-sacre-coeur-1-5524907","5","4","200 m2","Sacré-Coeur, Dakar, Sénégal"
"1765231537-2682","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-mermoz-vue-sur-mer-5522902","4","3","200 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231539-2683","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-duplex-5pieces-almadie-5522853","5","4","300 m2","Almadies, Dakar, Sénégal"
"1765231542-2684","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-cite-biagui-5522892","4","3","133","Yoff, Dakar, Sénégal"
"1765231544-2685","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-haut-standing-a-fann-hock-5526216","4","5","","Fann, Dakar, Sénégal"
"1765231546-2686","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-a-medina-cote-poste-5526221","4","2","","Medina, Dakar, Sénégal"
"1765231549-2687","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-haut-standing-a-la-cite-keur-gorgui-5526232","3","3","","Dakar, Sénégal"
"1765231551-2688","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-haut-standing-a-la-cite-keur-gorgui-5526240","4","4","","Dakar, Sénégal"
"1765231554-2689","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-dakar-ouest-foire-5526702","2","180","","Dakar, Sénégal"
"1765231556-2690","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-studio-a-la-cite-keur-gorgui-5526718","2","1","50 m2","Dakar, Sénégal"
"1765231559-2691","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-cite-soprime-parcelle-tally-abdou-guitte-seck-5526724","2","1","75 m2","Dakar, Sénégal"
"1765231561-2692","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f2-dakar-mamelles-5526735","1","1","50 m2","Dakar, Sénégal"
"1765231564-2693","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/vente-appartements-almadie-5527012","3","4","200 m2","Almadies, Dakar, Sénégal"
"1765231567-2694","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartements-almadie-5527019","3","4","200 m2","Almadies, Dakar, Sénégal"
"1765231569-2695","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-5pieces-almadie-5527024","4","4","","Almadies, Dakar, Sénégal"
"1765231572-2696","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-studio-fann-mermoz-5523973","2","1","75 m2","Fann, Dakar, Sénégal"
"1765231574-2697","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-keur-massar-5528209","3","2","","Keur Massar, Sénégal"
"1765231576-2698","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-a-usage-professionnel-a-la-cite-cpi-vdn-5528253","4","2","","Dakar, Sénégal"
"1765231579-2699","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-villa-duplex-4-pieces-mamelles-5528652","4","2","","Mamelles, Dakar, Sénégal"
"1765231581-2700","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-mamelles-5528692","4","2","","Mamelles, Dakar, Sénégal"
"1765231584-2701","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4pieces-cite-cpi-5528690","3","4","142 m2","Sicap Liberté, Dakar, Sénégal"
"1765231586-2702","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartements-3pieces-mamelles-5528716","3","3","","Mamelles, Dakar, Sénégal"
"1765231589-2703","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/vente-appartement-5pieces-king-fahd-5528778","4","3","200 m2","Dakar, Sénégal"
"1765231591-2704","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-cite-keur-gorgui-5528769","3","2","150 m2","Dakar, Sénégal"
"1765231594-2705","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-cite-keur-gorgui-5528772","2","2","80 m2","Dakar, Sénégal"
"1765231596-2706","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-mermoz-5525325","4","3","140 m2","Ouakam, Dakar, Sénégal"
"1765231598-2707","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-cite-biagui-5526280","4","3","133","Yoff, Dakar, Sénégal"
"1765231601-2708","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-dakar-sicap-foire-5530505","3","3","100 m2","Dakar, Sénégal"
"1765231603-2709","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-aux-maristes-5526797","3","2","130 m2","Mariste, Dakar, Sénégal"
"1765231606-2710","https://sn.coinafrique.com/categorie/appartements?page=11","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-dakar-5530728","3","1","100 m2","Dakar, Sénégal"
"1765231611-2711","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mermoz-sacre-coeur-5532004","3","3","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231614-2712","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-a-la-cite-keur-gorgui-5532081","4","2","","Dakar, Sénégal"
"1765231616-2713","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-medina-blaise-diagne-5532088","3","2","","Medina, Dakar, Sénégal"
"1765231618-2714","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-mini-studio-haut-standing-a-fass-5532097","1","1","","Fass, Dakar, Sénégal"
"1765231621-2715","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-keur-massar-5532112","3","2","","Keur Massar, Sénégal"
"1765231623-2716","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-dakar-cite-damel-5532157","1","70 m2","","Dakar, Sénégal"
"1765231626-2717","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-cite-biagui-5528219","4","3","138","Yoff, Dakar, Sénégal"
"1765231628-2718","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-5532307","4","3","","Mamelles, Dakar, Sénégal"
"1765231631-2719","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-studio-a-fan-mermoz-5528629","2","75 m2","","Fann, Dakar, Sénégal"
"1765231633-2720","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-dakar-cite-damel-5532549","2","1","75 m2","Dakar, Sénégal"
"1765231635-2721","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-vdn-cpi-5530716","4","3","100","Sicap Liberté, Dakar, Sénégal"
"1765231638-2722","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-yoff-djily-mbaye-5532724","3","1","90","Yoff, Dakar, Sénégal"
"1765231640-2723","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-fann-hock-5530839","4","2","110","Fann, Dakar, Sénégal"
"1765231643-2724","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-liberte-6-ext-5530801","4","1","90","Sicap Liberté, Dakar, Sénégal"
"1765231645-2725","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-vdn-5530792","4","3","120","Sipres, Dakar, Sénégal"
"1765231647-2726","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-5530084","4","3","350000","Mamelles, Dakar, Sénégal"
"1765231650-2727","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-jean-mermoz-5531325","4","4","140 m2","Ouakam, Dakar, Sénégal"
"1765231652-2728","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ngor-almadies-5531626","4","","","Ngor, Dakar, Sénégal"
"1765231655-2729","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-rdc-ngor-almadies-5531650","4","","","Ngor, Dakar, Sénégal"
"1765231657-2730","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-ngor-almadies-5531715","5","","","Ngor, Dakar, Sénégal"
"1765231659-2731","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ouest-foire-5531761","4","","","Ouest Foire, Dakar, Sénégal"
"1765231662-2732","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-fann-hock-5531817","4","247","","Fann, Dakar, Sénégal"
"1765231664-2733","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-3chs-a-mermoz-5535333","3","2","150 m2","Dakar, Sénégal"
"1765231667-2734","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-a-liberte-6-extension-5535438","3","3","150 m2","Dakar, Sénégal"
"1765231669-2735","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-fann-mermoz-5532716","6","5","250 m2","Fann, Dakar, Sénégal"
"1765231672-2736","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-ngor-almadies-5532992","4","3","134","Ngor, Dakar, Sénégal"
"1765231674-2737","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-dakar-plateau-5536516","3","2","","Dakar Plateau, Dakar, Sénégal"
"1765231677-2738","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3pieces-sicap-foire-5536985","2","2","110 m2","Dakar, Sénégal"
"1765231679-2739","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-cite-biagui-5534545","4","3","133","Yoff, Dakar, Sénégal"
"1765231682-2740","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/vente-appartements-3-pieces-sicap-foire-5538307","3","2","110","Sicap foire, Dakar, Sénégal"
"1765231684-2741","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-point-e-5538700","4","3","","Point E, Dakar, Sénégal"
"1765231686-2742","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-almadie-5538824","4","3","","Almadies, Dakar, Sénégal"
"1765231689-2743","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-baobab-5538835","4","4","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231691-2744","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-point-e-5538878","4","3","192 m2","Point E, Dakar, Sénégal"
"1765231694-2745","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-studio-separe-f2-a-sacre-cur-5539581","2","2","","Sacré-Coeur, Dakar, Sénégal"
"1765231696-2746","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-dans-la-cite-djily-mbaye-5539894","4","3","100 m2","Dakar, Sénégal"
"1765231698-2747","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-mermoz-5540004","4","4","171 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231701-2748","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-a-cite-biagui-5536615","4","4","134","Yoff, Dakar, Sénégal"
"1765231703-2749","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mermoz-sacre-coeur-5541409","3","3","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231706-2750","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-mermoz-sacre-coeur-5541595","2","1","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231708-2751","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-amitie-5541717","3","2","","Point E, Dakar, Sénégal"
"1765231711-2752","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-cite-biagui-5537922","4","3","133","Yoff, Dakar, Sénégal"
"1765231713-2753","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-standing-mermoz-5541779","4","3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231716-2754","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-vers-la-corniche-de-ouakam-5537990","3","3","150 m2","Ouakam, Dakar, Sénégal"
"1765231718-2755","https://sn.coinafrique.com/categorie/appartements?page=10","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-fann-5543043","3","2","12","Fann, Dakar, Sénégal"
"1765231724-2756","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-mamelles-5540003","2","1","90","Mamelles, Dakar, Sénégal"
"1765231726-2757","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-standing-point-e-5543288","4","3","239 m2","Point E, Dakar, Sénégal"
"1765231728-2758","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-mermoz-sacre-coeur-5543431","2","1","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231731-2759","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-mermoz-5543452","2","2","100 m2","Dakar, Sénégal"
"1765231733-2760","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-carak-baobab-5543546","3","2","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231736-2761","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-studio-a-fann-mermoz-5539861","2","66 m2","","Fann, Dakar, Sénégal"
"1765231739-2762","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-haut-standing-a-mermoz-5543561","4","4","172 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231741-2763","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-mermoz-5539811","4","171 m2","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231743-2764","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-mamelles-5543653","4","3","95","Mamelles, Dakar, Sénégal"
"1765231746-2765","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-3pieces-almadies-5543662","3","2","95","Almadies, Dakar, Sénégal"
"1765231748-2766","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-almadies-5543665","4","2","100","Almadies, Dakar, Sénégal"
"1765231751-2767","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-5541301","4","","","Point E, Dakar, Sénégal"
"1765231753-2768","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-keur-massar-5545025","3","2","","Keur Massar, Sénégal"
"1765231756-2769","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-mermoz-5541776","4","4","171 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231758-2770","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-mermose-5540378","4","4","171 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765231760-2771","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-ngor-virage-5542277","4","4","145","Yoff, Dakar, Sénégal"
"1765231763-2772","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartements-3pieces-yoff-onomo-5542282","3","3","135","Yoff, Dakar, Sénégal"
"1765231765-2773","https://sn.coinafrique.com/categorie/appartements?page=9","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-amitie-03-5543448","3","3","110 m2","Sicap Liberté, Dakar, Sénégal"
